GKZ,Gebietsname,Wahlberechtigte,abgegeben,ungueltig,gueltig,Griss,Hofer,Hundstorfer,Khol,Lugner,Van der Bellen
G70207,Karrösten,571,329,7,322,57,123,26,52,11,53
G70208,Längenfeld,3335,1355,12,1343,195,499,41,283,24,301
G70209,Mieming,2658,1413,36,1377,311,489,48,159,28,342
G70210,Mils bei Imst,454,264,7,257,61,90,15,34,2,55
G70211,Mötz,937,473,11,462,87,175,19,39,10,132
G70212,Nassereith,1593,698,7,691,156,279,36,91,15,114
G70213,Obsteig,930,544,14,530,96,198,28,65,10,133
G70214,Oetz,1744,840,13,827,162,271,38,123,27,206
G70215,Rietz,1750,834,12,822,139,358,62,74,24,165
G70216,Roppen,1337,615,13,602,89,214,70,100,9,120
G70217,St. Leonhard im Pitztal,1099,469,7,462,70,211,9,92,12,68
G70218,Sautens,1104,525,5,520,86,225,21,65,20,103
G70219,Silz,1954,963,19,944,170,322,63,122,30,237
G70220,Sölden,2208,1025,19,1006,202,373,21,206,15,189
G70221,Stams,1058,534,7,527,107,185,25,71,9,130
G70222,Tarrenz,2105,1065,17,1048,117,559,34,112,17,209
G70223,Umhausen,2332,1164,24,1140,170,503,44,233,34,156
G70224,Wenns,1582,664,12,652,128,290,29,66,15,124
G70299,Wahlkarten - Imst,0,1869,27,1842,356,570,91,219,42,564
G70300,Innsbruck-Land,129830,80341,1086,79255,16042,28353,4862,8602,1648,19748
G70301,Absam,5455,3314,46,3268,658,1087,233,310,87,893
G70302,Aldrans,1877,1158,23,1135,285,349,34,101,10,356
G70303,Ampass,1287,746,6,740,165,264,26,55,21,209
G70304,Axams,4545,2432,23,2409,496,846,176,205,44,642
G70305,Baumkirchen,946,539,14,525,101,182,41,66,11,124
G70306,Birgitz,1063,612,11,601,106,223,23,69,13,167
G70307,Ellbögen,890,600,9,591,70,271,44,92,11,103
G70308,Flaurling,979,576,8,568,105,181,31,77,11,163
G70309,Fritzens,1639,912,15,897,187,349,59,78,12,212
G70310,Fulpmes,3017,1438,21,1417,267,568,70,175,35,302
G70311,Gnadenwald,586,389,6,383,120,112,6,45,14,86
G70312,Götzens,2974,1606,11,1595,309,626,102,133,26,399
G70313,Gries am Brenner,988,557,5,552,82,257,45,87,7,74
G70314,Gries im Sellrain,477,250,2,248,45,85,22,49,5,42
G70315,Grinzens,1096,596,13,583,87,261,44,57,5,129
G70317,Gschnitz,334,176,2,174,29,87,8,22,5,23
G70318,Hatting,1056,642,13,629,108,218,46,69,20,168
G70319,Inzing,2868,1598,16,1582,344,443,114,198,27,456
G70320,Kematen in Tirol,2149,1223,21,1202,267,375,77,133,22,328
G70322,Kolsass,1272,746,16,730,158,254,46,73,12,187
G70323,Kolsassberg,625,328,6,322,56,145,15,42,9,55
G70325,Lans,825,524,6,518,128,156,21,61,12,140
G70326,Leutasch,1548,690,16,674,146,229,20,133,10,136
G70327,Matrei am Brenner,749,413,8,405,79,167,47,31,7,74
G70328,Mieders,1298,710,9,701,140,269,23,87,17,165
G70329,Mils,3321,2077,19,2058,460,679,106,224,53,536
G70330,Mühlbachl,1021,541,6,535,94,214,36,108,13,70
G70331,Mutters,1592,956,18,938,209,323,51,99,25,231
G70332,Natters,1551,939,4,935,199,329,50,93,11,253
G70333,Navis,1610,847,22,825,114,433,42,125,11,100
G70334,Neustift im Stubaital,3443,1734,27,1707,344,792,46,240,15,270
G70335,Oberhofen im Inntal,1338,744,6,738,125,269,38,92,24,190
G70336,Obernberg am Brenner,275,172,2,170,27,68,6,46,7,16
G70337,Oberperfuss,2343,1282,20,1262,225,409,78,169,21,360
G70338,Patsch,791,445,9,436,87,122,33,65,14,115
G70339,Pettnau,799,486,12,474,86,167,20,63,12,126
G70340,Pfaffenhofen,799,397,4,393,68,137,30,44,12,102
G70341,Pfons,1001,573,6,567,114,229,41,79,16,88
G70342,Polling in Tirol,794,400,6,394,52,207,31,35,3,66
G70343,Ranggen,806,505,2,503,99,175,24,84,6,115
G70344,Reith bei Seefeld,845,436,4,432,84,144,10,61,9,124
G70345,Rinn,1378,835,12,823,147,309,41,93,24,209
G70346,Rum,6766,4027,40,3987,788,1508,394,312,83,902
G70347,St. Sigmund im Sellrain,126,67,2,65,9,25,1,17,0,13
G70348,Scharnitz,870,455,7,448,81,189,28,52,12,86
G70349,Schmirn,700,470,11,459,64,199,18,124,16,38
G70350,Schönberg im Stubaital,702,427,14,413,99,143,31,56,8,76
G70351,Seefeld in Tirol,2043,991,11,980,209,338,35,127,29,242
G70352,Sellrain,1103,481,11,470,70,185,57,79,3,76
G70353,Sistrans,1697,1089,13,1076,277,290,48,106,19,336
G70354,Hall in Tirol,9506,5126,70,5056,1023,1659,314,464,127,1469
G70355,Steinach am Brenner,2673,1588,18,1570,321,662,112,168,41,266
G70356,Telfes im Stubai,1187,656,24,632,109,244,22,96,17,144
G70357,Telfs,10753,4651,65,4586,900,1695,264,348,107,1272
G70358,Thaur,2974,1787,24,1763,327,684,122,209,29,392
G70359,Trins,1015,584,13,571,121,240,34,77,8,91
G70360,Tulfes,1165,680,7,673,115,276,25,98,18,141
G70361,Unterperfuss,186,88,0,88,15,40,2,15,2,14
G70362,Vals,427,268,7,261,35,134,5,52,8,27
G70364,Völs,5060,2934,58,2876,637,1037,212,285,55,650
G70365,Volders,3431,1892,33,1859,324,815,84,197,52,387
G70366,Wattenberg,595,356,6,350,56,165,7,69,6,47
G70367,Wattens,6015,3235,20,3215,559,1381,196,300,87,692
G70368,Wildermieming,670,405,6,399,103,132,14,53,6,91
G70369,Zirl,5916,3139,44,3095,663,956,209,265,53,949
G70399,Wahlkarten - Innsbruck-Land,0,8801,77,8724,2065,2346,572,865,133,2743
G70400,Kitzbühel,45910,26109,411,25698,4951,9675,1603,3802,553,5114
G70401,Aurach bei Kitzbühel,839,422,8,414,66,197,13,74,6,58
G70402,Brixen im Thale,2008,970,21,949,176,286,80,178,34,195
G70403,Fieberbrunn,3293,1716,25,1691,305,536,170,278,39,363
G70404,Going am Wilden Kaiser,1309,629,5,624,112,290,24,87,9,102
G70405,Hochfilzen,879,539,17,522,84,193,67,81,11,86
G70406,Hopfgarten im Brixental,4266,2222,36,2186,391,849,109,413,30,394
G70407,Itter,897,510,10,500,104,173,37,82,16,88
G70408,Jochberg,1181,654,10,644,114,302,38,94,15,81
G70409,Kirchberg in Tirol,3660,1836,23,1813,319,667,156,321,30,320
G70410,Kirchdorf in Tirol,2812,1402,11,1391,247,659,65,163,28,229
G70411,Kitzbühel,5931,2798,53,2745,629,1044,170,292,66,544
G70412,Kössen,2964,1352,19,1333,245,590,58,199,37,204
G70413,Oberndorf in Tirol,1585,803,11,792,158,321,53,99,17,144
G70414,Reith bei Kitzbühel,1167,606,7,599,132,212,20,95,22,118
G70415,St. Jakob in Haus,574,335,19,316,60,102,20,67,9,58
G70416,St. Johann in Tirol,6530,3303,52,3251,673,1267,184,336,71,720
G70417,St. Ulrich am Pillersee,1190,658,19,639,104,212,18,121,19,165
G70418,Schwendt,569,284,2,282,32,119,10,70,6,45
G70419,Waidring,1481,765,18,747,126,329,43,110,17,122
G70420,Westendorf,2775,1294,26,1268,189,468,88,250,24,249
G70499,Wahlkarten - Kitzbühel,0,3011,19,2992,685,859,180,392,47,829
G70500,Kufstein,75736,42830,679,42151,7333,16673,2788,5704,946,8707
G70501,Alpbach,1918,964,22,942,142,425,21,222,20,112
G70502,Angath,732,365,2,363,59,151,24,45,16,68
G70503,Bad Häring,1969,1097,11,1086,190,380,130,109,20,257
G70504,Brandenberg,1209,675,10,665,71,262,75,169,10,78
G70505,Breitenbach am Inn,2598,1547,24,1523,239,632,78,296,38,240
G70506,Brixlegg,2191,1206,32,1174,201,482,65,162,32,232
G70508,Ebbs,3991,2164,40,2124,368,919,99,327,45,366
G70509,Ellmau,1856,921,13,908,175,369,30,140,19,175
G70510,Erl,1021,528,8,520,87,200,15,119,16,83
G70511,Kirchbichl,4287,2312,28,2284,372,965,253,206,41,447
G70512,Kramsach,3695,2093,38,2055,366,743,132,235,48,531
G70513,Kufstein,12042,6034,86,5948,1159,2269,385,511,136,1488
G70514,Kundl,3123,1594,21,1573,247,630,148,173,34,341
G70515,Langkampfen,2948,1695,28,1667,276,752,135,181,49,274
G70516,Mariastein,247,145,0,145,26,51,6,18,0,44
G70517,Münster,2571,1368,16,1352,204,616,112,155,26,239
G70518,Niederndorf,1947,1085,17,1068,189,439,28,171,39,202
G70519,Niederndorferberg,479,214,10,204,38,88,1,37,6,34
G70520,Radfeld,1673,866,9,857,114,427,58,96,27,135
G70521,Rattenberg,280,149,1,148,30,50,11,16,2,39
G70522,Reith im Alpbachtal,2006,1039,23,1016,160,408,54,215,12,167
G70523,Rettenschöss,343,181,13,168,21,83,8,31,3,22
G70524,Scheffau am Wilden Kaiser,1019,514,16,498,82,194,11,116,17,78
G70525,Schwoich,1847,996,23,973,183,395,49,151,26,169
G70526,Söll,2648,1351,22,1329,197,547,74,255,18,238
G70527,Thiersee,2123,1240,23,1217,214,419,83,261,17,223
G70528,Angerberg,1453,832,14,818,147,314,47,117,16,177
G70529,Walchsee,1278,578,11,567,93,266,10,98,16,84
G70530,Wildschönau,3194,1493,27,1466,240,591,37,298,50,250
G70531,Wörgl,9048,4089,54,4035,667,1641,379,353,90,905
G70599,Wahlkarten - Kufstein,0,3495,37,3458,776,965,230,421,57,1009
G70600,Landeck,33545,18046,286,17760,3129,5490,1076,3029,388,4648
G70601,Faggen,266,129,3,126,11,46,5,21,0,43
G70602,Fendels,199,113,4,109,13,14,3,35,8,36
G70603,Fiss,686,292,6,286,50,53,0,80,7,96
G70604,Fliess,2326,1207,24,1183,178,387,95,243,18,262
G70605,Flirsch,757,373,9,364,70,121,17,50,9,97
G70606,Galtür,575,354,4,350,48,122,4,109,9,58
G70607,Grins,1085,556,14,542,98,160,26,88,15,155
G70608,Ischgl,1206,619,11,608,123,257,19,109,8,92
G70609,Kappl,2086,1047,16,1031,135,429,27,299,22,119
G70610,Kaunerberg,321,148,2,146,9,25,4,55,0,53
G70611,Kaunertal,454,287,2,285,23,37,9,43,2,171
G70612,Kauns,391,170,1,169,21,24,2,47,3,72
G70613,Ladis,419,178,2,176,23,61,4,39,9,40
G70614,Landeck,5682,2897,44,2853,546,913,243,306,56,789
G70615,Nauders,1129,487,8,479,72,198,28,87,10,84
G70616,Pettneu am Arlberg,1116,551,18,533,114,168,27,72,22,130
G70617,Pfunds,1954,904,9,895,146,320,54,147,27,201
G70618,Pians,614,385,12,373,64,141,25,69,9,65
G70619,Prutz,1284,669,9,660,102,188,43,70,15,242
G70620,Ried im Oberinntal,940,421,2,419,65,108,15,63,12,156
G70621,St. Anton am Arlberg,1770,889,9,880,217,242,26,136,15,244
G70622,Schönwies,1323,709,8,701,104,224,93,100,16,164
G70623,See,915,445,4,441,78,170,13,120,14,46
G70624,Serfaus,871,368,6,362,60,99,10,79,5,109
G70625,Spiss,95,38,1,37,5,19,0,12,0,1
G70626,Stanz bei Landeck,479,247,7,240,57,49,19,43,7,65
G70627,Strengen,952,440,7,433,63,133,41,74,8,114
G70628,Tobadill,412,195,4,191,29,66,8,39,3,46
G70629,Tösens,550,184,5,179,21,75,4,35,7,37
G70630,Zams,2688,1435,16,1419,311,353,109,205,29,412
G70699,Wahlkarten - Landeck,0,1309,19,1290,273,288,103,154,23,449
G70700,Lienz,39724,22525,488,22037,4759,7632,1051,3917,620,4058
G70701,Abfaltersbach,482,309,6,303,81,80,4,86,5,47
G70702,Ainet,751,422,8,414,97,170,15,68,6,58
G70703,Amlach,367,197,2,195,47,90,7,18,7,26
G70704,Anras,1001,542,12,530,115,208,17,113,15,62
G70705,Assling,1484,870,31,839,184,220,35,217,19,164
G70706,Außervillgraten,639,376,8,368,71,103,23,115,8,48
G70707,Dölsach,1823,973,21,952,193,412,48,106,41,152
G70708,Gaimberg,687,417,11,406,102,132,11,63,6,92
G70709,Hopfgarten in Defereggen,624,286,9,277,71,92,4,79,8,23
G70710,Innervillgraten,729,372,9,363,35,94,11,172,8,43
G70711,Iselsberg-Stronach,484,242,2,240,39,99,14,39,16,33
G70712,Kals am Großglockner,965,426,11,415,90,147,9,105,8,56
G70713,Kartitsch,660,372,20,352,57,91,8,125,3,68
G70714,Lavant,245,146,0,146,35,71,2,15,6,17
G70715,Leisach,618,330,6,324,104,112,18,37,3,50
G70716,Lienz,9692,4735,88,4647,1056,1495,352,508,125,1111
G70717,Matrei in Osttirol,3845,1817,39,1778,328,805,47,311,54,233
G70718,Nikolsdorf,690,366,7,359,90,120,17,57,9,66
G70719,Nußdorf-Debant,2634,1402,27,1375,302,489,129,142,52,261
G70720,Oberlienz,1226,616,28,588,141,229,22,94,17,85
G70721,Obertilliach,565,270,9,261,40,95,2,70,19,35
G70723,Prägraten am Großvenediger,963,411,4,407,58,188,5,106,9,41
G70724,St. Jakob in Defereggen,728,353,3,350,83,102,6,87,15,57
G70725,St. Johann im Walde,226,110,3,107,27,30,5,27,5,13
G70726,St. Veit in Defereggen,553,215,5,210,42,67,11,55,10,25
G70727,Schlaiten,399,217,6,211,33,84,5,45,12,32
G70728,Sillian,1664,947,17,930,166,338,35,214,22,155
G70729,Strassen,639,393,12,381,85,117,11,100,10,58
G70731,Thurn,513,308,14,294,62,77,9,62,8,76
G70732,Tristach,1102,626,13,613,139,183,21,102,15,153
G70733,Untertilliach,193,99,0,99,20,35,0,28,3,13
G70734,Virgen,1736,812,22,790,124,428,35,106,27,70
G70735,Heinfels,797,444,8,436,86,143,16,105,12,74
G70799,Wahlkarten - Lienz,0,2104,27,2077,556,486,97,340,37,561
G70800,Reutte,22637,12154,182,11972,2329,3938,665,1911,256,2873
G70801,Bach,490,240,0,240,43,106,10,34,4,43
G70802,Berwang,416,186,1,185,19,76,8,36,3,43
G70803,Biberwier,435,198,4,194,45,63,6,32,8,40
G70804,Bichlbach,543,275,5,270,55,99,11,41,9,55
G70805,Breitenwang,1080,516,10,506,115,145,30,33,7,176
G70806,Ehenbichl,630,318,5,313,62,112,12,40,3,84
G70807,Ehrwald,1749,831,9,822,146,307,50,141,23,155
G70808,Elbigenalp,657,361,6,355,57,147,10,56,9,76
G70809,Elmen,294,145,0,145,22,44,6,47,2,24
G70810,Forchach,204,114,4,110,12,56,6,17,1,18
G70811,Grän,371,179,2,177,36,38,4,42,6,51
G70812,Gramais,35,21,2,19,4,6,0,5,1,3
G70813,Häselgehr,521,253,4,249,36,88,4,42,3,76
G70814,Heiterwang,397,170,1,169,39,69,8,15,5,33
G70815,Hinterhornbach,74,49,0,49,4,12,0,31,0,2
G70816,Höfen,936,452,0,452,79,159,25,56,11,122
G70817,Holzgau,310,176,0,176,36,72,11,30,4,23
G70818,Jungholz,99,47,0,47,8,4,1,23,1,10
G70819,Kaisers,58,35,2,33,1,6,1,14,4,7
G70820,Lechaschau,1439,694,14,680,127,228,62,71,19,173
G70821,Lermoos,769,335,5,330,80,108,7,57,9,69
G70822,Musau,282,123,2,121,27,32,6,20,2,34
G70823,Namlos,68,30,1,29,3,5,0,21,0,0
G70824,Nesselwängle,318,170,4,166,29,61,6,23,6,41
G70825,Pfafflar,85,30,1,29,5,5,2,8,1,8
G70826,Pflach,901,434,8,426,78,169,23,43,10,103
G70827,Pinswang,288,143,4,139,33,38,13,14,2,39
G70828,Reutte,4214,1765,20,1745,349,545,139,219,35,458
G70829,Schattwald,294,123,7,116,30,11,1,41,2,31
G70830,Stanzach,345,174,3,171,38,44,11,38,5,35
G70831,Steeg,518,262,2,260,40,91,11,77,12,29
G70832,Tannheim,704,263,6,257,52,89,4,50,3,59
G70833,Vils,1078,517,14,503,102,162,44,88,13,94
G70834,Vorderhornbach,214,124,3,121,26,30,7,36,1,21
G70835,Wängle,673,365,10,355,79,114,22,66,3,71
G70836,Weißenbach am Lech,973,466,8,458,58,218,28,46,11,97
G70837,Zöblen,175,91,1,90,20,18,1,30,0,21
G70899,Wahlkarten - Reutte,0,1479,14,1465,334,361,75,228,18,449
G70900,Schwaz,60184,31672,526,31146,5475,12843,1896,4345,730,5857
G70901,Achenkirch,1574,748,14,734,129,327,29,126,14,109
G70902,Aschau im Zillertal,1339,547,10,537,67,222,21,126,10,91
G70903,Brandberg,276,117,1,116,18,42,1,36,4,15
G70904,Bruck am Ziller,828,397,5,392,69,192,22,59,6,44
G70905,Buch in Tirol,1979,1135,17,1118,189,520,80,110,19,200
G70907,Eben am Achensee,2061,956,12,944,189,366,55,122,26,186
G70908,Finkenberg,1128,474,6,468,112,143,36,90,4,83
G70909,Fügen,2769,1125,12,1113,167,566,63,128,27,162
G70910,Fügenberg,1022,420,9,411,47,195,15,101,14,39
G70911,Gallzein,481,237,5,232,35,123,4,34,1,35
G70912,Gerlos,595,324,10,314,46,123,25,68,4,48
G70913,Gerlosberg,368,156,1,155,21,91,1,32,1,9
G70914,Hainzenberg,549,254,7,247,39,109,13,60,5,21
G70915,Hart im Zillertal,1170,478,14,464,74,235,19,65,10,61
G70916,Hippach,1082,367,4,363,54,150,14,101,11,33
G70917,Jenbach,4932,2311,22,2289,351,1017,214,198,61,448
G70918,Kaltenbach,883,376,9,367,56,172,33,53,9,44
G70920,Mayrhofen,2534,995,8,987,216,365,32,143,19,212
G70921,Pill,920,526,10,516,68,240,19,68,12,109
G70922,Ramsau im Zillertal,1205,505,12,493,80,236,14,68,24,71
G70923,Ried im Zillertal,933,411,7,404,71,141,17,74,8,93
G70924,Rohrberg,413,187,3,184,22,89,19,33,5,16
G70925,Schlitters,1034,509,14,495,71,226,18,79,16,85
G70926,Schwaz,9832,4759,70,4689,827,1775,303,502,118,1164
G70927,Schwendau,1215,529,11,518,100,223,13,84,21,77
G70928,Stans,1571,900,19,881,160,386,35,90,19,191
G70929,Steinberg am Rofan,207,87,4,83,6,26,4,36,0,11
G70930,Strass im Zillertal,632,370,13,357,69,103,21,83,10,71
G70931,Stumm,1424,636,14,622,127,251,44,80,25,95
G70932,Stummerberg,660,237,2,235,21,123,9,62,2,18
G70933,Terfens,1625,931,16,915,176,360,56,98,30,195
G70934,Tux,1425,700,18,682,149,233,33,155,14,98
G70935,Uderns,1318,593,7,586,91,277,61,55,20,82
G70936,Vomp,3668,1902,41,1861,336,752,150,230,36,357
G70937,Weer,1174,648,10,638,124,247,39,82,21,125
G70938,Weerberg,1914,895,15,880,122,401,34,162,14,147
G70939,Wiesing,1587,861,15,846,134,389,72,94,16,141
G70940,Zell am Ziller,1351,571,13,558,101,225,40,100,9,83
G70941,Zellberg,506,244,4,240,37,116,13,35,8,31
G70999,Wahlkarten - Schwaz,0,3254,42,3212,704,1066,205,423,57,757
G7A000,Innsbruck,89024,56594,677,55917,11384,15975,3736,4691,1020,19111
G7B000,Innsbruck-Land,190014,112013,1612,110401,21517,41196,6758,12947,2378,25605
G7C000,Unterland,121646,68939,1090,67849,12284,26348,4391,9506,1499,13821
G7D000,Oberland,99724,53181,846,52335,9428,18401,2860,7908,1143,12595
G7E000,Osttirol,39724,22525,488,22037,4759,7632,1051,3917,620,4058
G80000,Vorarlberg,269940,148188,1738,146450,35229,43951,6307,15446,3083,42434
G80099,Wahlkarten - Vorarlberg,,19375,168,19207,4972,4087,757,1950,284,7157
G80100,Bludenz,45132,25342,370,24972,5808,8185,1531,2733,567,6148
G80101,Bartholomäberg,1744,909,16,893,198,385,35,92,24,159
G80102,Blons,230,156,2,154,26,41,1,50,2,34
G80103,Bludenz,9553,4147,54,4093,813,1335,372,377,93,1103
G80104,Bludesch,1519,733,11,722,162,276,42,39,17,186
G80105,Brand,473,223,2,221,60,78,9,28,6,40
G80106,Bürs,2286,1069,10,1059,222,335,107,83,19,293
G80107,Bürserberg,405,173,6,167,34,66,11,24,3,29
G80108,Dalaas,1144,622,3,619,152,210,37,69,17,134
G80109,Fontanella,340,180,6,174,31,44,1,69,1,28
G80110,Gaschurn,1159,539,4,535,90,236,35,81,16,77
G80111,Innerbraz,727,427,9,418,86,131,45,40,10,106
G80112,Klösterle,517,287,5,282,80,83,19,46,4,50
G80113,Lech,1118,422,10,412,154,76,9,61,7,105
G80114,Lorüns,206,107,0,107,17,27,6,19,3,35
G80115,Ludesch,2371,1145,28,1117,266,390,60,84,31,286
G80116,Nenzing,4537,2286,28,2258,472,920,91,179,51,545
G80117,Nüziders,3669,1961,40,1921,505,499,155,173,37,552
G80118,Raggal,622,360,7,353,98,88,2,85,3,77
G80119,St. Anton im Montafon,533,281,3,278,61,110,16,30,9,52
G80120,St. Gallenkirch,1702,784,9,775,140,342,54,91,24,124
G80121,St. Gerold,283,153,4,149,35,49,2,38,3,22
G80122,Schruns,2707,1267,14,1253,325,384,60,125,31,328
G80123,Silbertal,673,373,9,364,57,150,31,72,8,46
G80124,Sonntag,530,327,11,316,76,66,6,97,2,69
G80125,Stallehr,210,125,6,119,21,32,7,28,3,28
G80126,Thüringen,1582,771,22,749,212,218,27,96,21,175
G80127,Thüringerberg,545,307,1,306,96,79,8,47,4,72
G80128,Tschagguns,1724,838,11,827,187,301,37,77,33,192
G80129,Vandans,2023,973,10,963,220,391,52,89,26,185
G80199,Wahlkarten - Bludenz,0,3397,29,3368,912,843,194,344,59,1016
G80200,Bregenz,91130,51067,597,50470,12058,14666,2018,6248,1084,14396
G80201,Alberschwende,2430,1440,19,1421,349,434,29,209,30,370
G80202,Andelsbuch,1750,931,31,900,219,170,11,208,16,276
G80203,Au,1360,648,9,639,158,220,12,114,6,129
G80204,Bezau,1379,627,7,620,150,152,12,131,10,165
G80205,Bildstein,566,293,3,290,93,86,11,38,4,58
G80206,Bizau,767,375,3,372,87,93,7,91,5,89
G80207,Bregenz,19216,8896,118,8778,1865,2596,567,811,225,2714
G80208,Buch,464,295,9,286,76,100,3,54,10,43
G80209,Damüls,226,110,2,108,31,29,1,23,2,22
G80210,Doren,746,436,10,426,120,126,3,90,6,81
G80211,Egg,2669,1405,28,1377,378,346,19,242,16,376
G80212,Eichenberg,259,134,2,132,35,25,2,42,1,27
G80213,Fußach,2630,1286,17,1269,253,493,65,99,34,325
G80214,Gaißau,1285,627,11,616,162,214,23,56,14,147
G80215,Hard,9145,4195,34,4161,965,1307,213,349,107,1220
G80216,Hittisau,1377,662,19,643,180,186,14,106,10,147
G80217,Höchst,5506,2220,20,2200,511,774,81,184,45,605
G80218,Hörbranz,4585,2290,25,2265,494,757,88,243,60,623
G80219,Hohenweiler,891,466,4,462,116,139,15,66,8,118
G80220,Kennelbach,1367,678,12,666,175,195,30,79,18,169
G80221,Krumbach,750,402,4,398,78,153,9,72,11,75
G80222,Langen bei Bregenz,1033,567,6,561,138,200,12,92,12,107
G80223,Langenegg,818,415,4,411,124,109,7,105,1,65
G80224,Lauterach,6954,3537,28,3509,754,1244,163,353,96,899
G80225,Lingenau,1059,605,8,597,182,114,14,142,2,143
G80226,Lochau,4052,1921,16,1905,464,504,93,176,47,621
G80227,Mellau,967,431,7,424,92,166,7,54,10,95
G80228,Mittelberg,2398,835,2,833,171,216,22,144,30,250
G80229,Möggers,378,215,4,211,53,50,1,48,3,56
G80230,Reuthe,431,205,4,201,50,67,5,26,6,47
G80231,Riefensberg,693,349,6,343,108,108,3,67,11,46
G80232,Schnepfau,344,168,5,163,44,53,1,32,0,33
G80233,Schoppernau,699,404,4,400,108,132,1,91,6,62
G80234,Schröcken,156,81,2,79,11,22,5,21,2,18
G80235,Schwarzach,2803,1538,12,1526,393,466,62,130,36,439
G80236,Schwarzenberg,1359,730,9,721,191,161,9,140,13,207
G80237,Sibratsgfäll,313,185,4,181,41,41,2,62,2,33
G80238,Sulzberg,1241,742,9,733,205,183,7,143,15,180
G80239,Warth,132,47,3,44,14,14,2,12,0,2
G80240,Wolfurt,5932,3164,27,3137,819,874,119,336,64,925
G80299,Wahlkarten - Bregenz,0,6512,50,6462,1601,1347,268,767,90,2389
G80300,Dornbirn,59638,30740,286,30454,7266,9519,1116,2818,579,9156
G80301,Dornbirn,33609,15772,155,15617,3768,4746,666,1425,341,4671
G80302,Hohenems,10792,4230,33,4197,920,1603,136,354,66,1118
G80303,Lustenau,15237,6508,66,6442,1457,2269,202,681,114,1719
G80399,Wahlkarten - Dornbirn,0,4230,32,4198,1121,901,112,358,58,1648
G80400,Feldkirch,74040,41039,485,40554,10097,11581,1642,3647,853,12734
G80401,Altach,4888,2336,26,2310,609,690,84,180,46,701
G80402,Düns,305,173,2,171,37,52,2,23,4,53
G80403,Dünserberg,118,51,1,50,11,20,0,13,1,5
G80404,Feldkirch,22479,10695,108,10587,2477,3142,454,837,266,3411
G80405,Frastanz,4306,1928,20,1908,426,631,90,218,40,503
G80406,Fraxern,521,298,4,294,85,72,3,54,11,69
G80407,Göfis,2481,1331,15,1316,379,377,41,121,37,361
G80408,Götzis,7843,3696,36,3660,857,1138,147,314,85,1119
G80409,Klaus,2250,1171,11,1160,332,268,40,130,22,368
G80410,Koblach,3350,1463,26,1437,370,419,52,107,43,446
G80411,Laterns,525,273,14,259,83,89,7,41,4,35
G80412,Mäder,2750,1242,15,1227,280,503,60,78,22,284
G80413,Meiningen,1527,732,6,726,166,250,47,55,16,192
G80414,Rankweil,8291,3927,53,3874,991,1104,180,309,74,1216
G80415,Röns,244,141,4,137,30,45,0,28,0,34
G80416,Röthis,1473,690,12,678,204,162,24,68,10,210
G80417,Satteins,1974,1074,16,1058,263,310,56,108,17,304
G80418,Schlins,1611,819,14,805,195,222,46,88,19,235
G80419,Schnifis,601,355,7,348,102,92,9,49,4,92
G80420,Sulz,1826,969,10,959,269,251,42,83,19,295
G80421,Übersaxen,485,310,10,300,75,103,3,50,7,62
G80422,Viktorsberg,307,171,0,171,47,56,7,23,2,36
G80423,Weiler,1494,753,4,749,177,221,36,61,12,242
G80424,Zwischenwasser,2391,1205,14,1191,294,368,29,128,15,357
G80499,Wahlkarten - Feldkirch,0,5236,57,5179,1338,996,183,481,77,2104
G8A000,Vorarlberg Nord,150768,81807,883,80924,19324,24185,3134,9066,1663,23552
G8B000,Vorarlberg Süd,119172,66381,855,65526,15905,19766,3173,6380,1420,18882
G90000,Wien,1153806,733675,7612,726063,138577,200933,91030,43627,14131,237765
G90099,Wahlkarten - Wien,,130491,1289,129202,26892,26186,17537,9623,1946,47018
G90100,Wien  1.,Innere Stadt,12040,8407,49,8358,2379,1386,591,920,120,2962
G90101,Innere Stadt,12040,5835,39,5796,1629,1012,400,595,95,2065
G90199,Wahlkarten - Wien  1.,Innere Stadt,0,2572,10,2562,750,374,191,325,25,897
G90200,Wien  2.,Leopoldstadt,60285,37893,366,37527,6459,8326,4793,1801,667,15481
G90201,Leopoldstadt,60285,30793,317,30476,5153,7192,3893,1373,555,12310
G90299,Wahlkarten - Wien  2.,Leopoldstadt,0,7100,49,7051,1306,1134,900,428,112,3171
G90300,Wien  3.,Landstraße,56413,37411,342,37069,7777,7626,3809,2542,552,14763
G90301,Landstraße,56413,29149,273,28876,5873,6286,2927,1857,470,11463
G90399,Wahlkarten - Wien  3.,Landstraße,0,8262,69,8193,1904,1340,882,685,82,3300
G90400,Wien  4.,Wieden,20755,14331,104,14227,3361,2244,1127,1096,168,6231
G90401,Wieden,20755,10806,75,10731,2500,1820,841,751,134,4685
G90499,Wahlkarten - Wien  4.,Wieden,0,3525,29,3496,861,424,286,345,34,1546
G90500,Wien  5.,Margareten,31929,19899,169,19730,3418,3883,2152,1040,352,8885
G90501,Margareten,31929,15928,146,15782,2723,3284,1771,802,320,6882
G90599,Wahlkarten - Wien  5.,Margareten,0,3971,23,3948,695,599,381,238,32,2003
G90600,Wien  6.,Mariahilf,20699,13954,110,13844,2766,2122,1113,835,180,6828
G90601,Mariahilf,20699,10913,79,10834,2135,1759,868,615,150,5307
G90699,Wahlkarten - Wien  6.,Mariahilf,0,3041,31,3010,631,363,245,220,30,1521
